4.999900000000000000e+04,1.776559570312500000e+04
5.000000000000000000e+04,8.466102343750000000e+04
5.000100000000000000e+04,6.608587402343750000e+03
5.000200000000000000e+04,4.435970703125000000e+03
5.000300000000000000e+04,1.523578417968750000e+04
5.000400000000000000e+04,1.377633789062500000e+04
5.000500000000000000e+04,1.209948730468750000e+04
5.000600000000000000e+04,8.230472656250000000e+03
5.000700000000000000e+04,6.396953125000000000e+03
5.000800000000000000e+04,9.811208007812500000e+03
5.000900000000000000e+04,6.761651855468750000e+03
5.001000000000000000e+04,5.171623046875000000e+03
5.001100000000000000e+04,5.664271972656250000e+03
5.001200000000000000e+04,4.015247070312500000e+03
5.001300000000000000e+04,7.475486328125000000e+03
5.001400000000000000e+04,2.648495117187500000e+03
5.001500000000000000e+04,4.036764892578125000e+03
5.001600000000000000e+04,1.472359741210937500e+03
5.001700000000000000e+04,2.922247314453125000e+03
5.001800000000000000e+04,1.044942578125000000e+04
5.001900000000000000e+04,5.063477478027343750e+02
5.002000000000000000e+04,2.528026611328125000e+03
5.002100000000000000e+04,1.114077539062500000e+04
5.002200000000000000e+04,5.167826660156250000e+03
5.002300000000000000e+04,3.037796875000000000e+03
5.002400000000000000e+04,3.363567626953125000e+03
5.002500000000000000e+04,1.745323120117187500e+03
5.002600000000000000e+04,6.209637695312500000e+03
5.002700000000000000e+04,3.550835937500000000e+03
5.002800000000000000e+04,6.081981445312500000e+03
5.002900000000000000e+04,6.500169921875000000e+03
5.003000000000000000e+04,2.037082275390625000e+03
5.003100000000000000e+04,6.938747558593750000e+03
5.003200000000000000e+04,8.154196777343750000e+03
5.003300000000000000e+04,5.604832031250000000e+03
5.003400000000000000e+04,8.257964843750000000e+03
5.003500000000000000e+04,1.075166992187500000e+04
5.003600000000000000e+04,4.209946777343750000e+03
5.003700000000000000e+04,3.713757812500000000e+03
5.003800000000000000e+04,3.057494873046875000e+03
5.003900000000000000e+04,5.094820703125000000e+04
5.004000000000000000e+04,3.341053222656250000e+03
5.004100000000000000e+04,4.652696777343750000e+03
5.004200000000000000e+04,9.528489257812500000e+03
5.004300000000000000e+04,9.615333007812500000e+03
5.004400000000000000e+04,5.042392089843750000e+03
5.004500000000000000e+04,2.401101562500000000e+03
5.004600000000000000e+04,6.211425781250000000e+03
5.004700000000000000e+04,6.280837402343750000e+03
5.004800000000000000e+04,9.384750000000000000e+03
5.004900000000000000e+04,2.260639404296875000e+03
5.005000000000000000e+04,2.072126953125000000e+03
5.005100000000000000e+04,8.065657714843750000e+03
5.005200000000000000e+04,3.880720947265625000e+03
5.005300000000000000e+04,5.086409179687500000e+03
5.005400000000000000e+04,1.020843750000000000e+04
5.005500000000000000e+04,2.501814941406250000e+03
5.005600000000000000e+04,1.999379882812500000e+03
5.005700000000000000e+04,2.937820800781250000e+03
5.005800000000000000e+04,3.816250000000000000e+03
5.005900000000000000e+04,2.376536376953125000e+03
5.006000000000000000e+04,6.960641113281250000e+03
5.006100000000000000e+04,8.506976562500000000e+03
5.006200000000000000e+04,7.120705566406250000e+03
5.006300000000000000e+04,4.120590820312500000e+03
5.006400000000000000e+04,3.252697265625000000e+03
5.006500000000000000e+04,3.700101562500000000e+03
5.006600000000000000e+04,4.304799316406250000e+03
5.006700000000000000e+04,1.087054394531250000e+04
5.006800000000000000e+04,4.779583984375000000e+03
5.006900000000000000e+04,3.533360595703125000e+03
5.007000000000000000e+04,1.639569140625000000e+04
5.007100000000000000e+04,6.984055175781250000e+03
5.007200000000000000e+04,5.312579101562500000e+03
5.007300000000000000e+04,4.692046813964843750e+02
5.007400000000000000e+04,2.037673095703125000e+03
5.007500000000000000e+04,7.884166015625000000e+03
5.007600000000000000e+04,8.385436523437500000e+03
5.007700000000000000e+04,5.372637329101562500e+02
5.007800000000000000e+04,7.772803222656250000e+03
5.007900000000000000e+04,2.208714355468750000e+03
5.008000000000000000e+04,5.533750976562500000e+03
5.008100000000000000e+04,4.477083007812500000e+03
5.008200000000000000e+04,5.237569335937500000e+03
5.008300000000000000e+04,6.792470214843750000e+03
5.008400000000000000e+04,5.886672851562500000e+03
5.008500000000000000e+04,5.952725585937500000e+03
5.008600000000000000e+04,2.542243164062500000e+03
5.008700000000000000e+04,3.455907470703125000e+03
5.008800000000000000e+04,5.630375976562500000e+03
5.008900000000000000e+04,1.773727783203125000e+03
5.009000000000000000e+04,8.567390625000000000e+03
5.009100000000000000e+04,1.152729003906250000e+04
5.009200000000000000e+04,8.242566406250000000e+03
5.009300000000000000e+04,3.560144042968750000e+03
5.009400000000000000e+04,5.385470214843750000e+03
5.009500000000000000e+04,5.838678710937500000e+03
5.009600000000000000e+04,3.427276611328125000e+03
5.009700000000000000e+04,7.280019042968750000e+03
5.009800000000000000e+04,7.039746582031250000e+03
5.009900000000000000e+04,1.054259765625000000e+04
5.010000000000000000e+04,7.062329589843750000e+03
5.010100000000000000e+04,1.421642578125000000e+04
5.010200000000000000e+04,3.816180664062500000e+03
5.010300000000000000e+04,5.912916992187500000e+03
5.010400000000000000e+04,4.494893554687500000e+03
5.010500000000000000e+04,5.894785156250000000e+03
5.010600000000000000e+04,1.498793701171875000e+03
5.010700000000000000e+04,7.660104492187500000e+03
5.010800000000000000e+04,1.014767578125000000e+04
5.010900000000000000e+04,8.713791015625000000e+03
5.011000000000000000e+04,2.033905517578125000e+03
5.011100000000000000e+04,2.986416259765625000e+03
5.011200000000000000e+04,8.692194335937500000e+03
5.011300000000000000e+04,3.141476318359375000e+03
5.011400000000000000e+04,8.234186523437500000e+03
5.011500000000000000e+04,3.981100830078125000e+03
5.011600000000000000e+04,2.938125244140625000e+03
5.011700000000000000e+04,6.150534179687500000e+03
5.011800000000000000e+04,6.212289428710937500e+02
5.011900000000000000e+04,4.277964843750000000e+03
5.012000000000000000e+04,6.089000976562500000e+03
5.012100000000000000e+04,3.437160400390625000e+03
5.012200000000000000e+04,3.566106933593750000e+03
5.012300000000000000e+04,7.449013671875000000e+03
5.012400000000000000e+04,2.921291992187500000e+03
5.012500000000000000e+04,2.590955078125000000e+03
5.012600000000000000e+04,1.499235839843750000e+04
5.012700000000000000e+04,3.330743896484375000e+03
5.012800000000000000e+04,4.095294189453125000e+03
5.012900000000000000e+04,4.787053222656250000e+03
5.013000000000000000e+04,4.248379394531250000e+03
5.013100000000000000e+04,5.604265136718750000e+03
5.013200000000000000e+04,3.818640136718750000e+03
5.013300000000000000e+04,4.809269042968750000e+03
5.013400000000000000e+04,7.302687988281250000e+03
5.013500000000000000e+04,6.940596191406250000e+03
5.013600000000000000e+04,2.346810058593750000e+03
5.013700000000000000e+04,1.381575195312500000e+04
5.013800000000000000e+04,3.796838623046875000e+03
5.013900000000000000e+04,7.783887207031250000e+03
5.014000000000000000e+04,2.000848510742187500e+03
5.014100000000000000e+04,2.038786621093750000e+03
5.014200000000000000e+04,1.108755957031250000e+04
5.014300000000000000e+04,8.969761718750000000e+03
5.014400000000000000e+04,1.136990234375000000e+03
5.014500000000000000e+04,3.919930664062500000e+03
5.014600000000000000e+04,7.036432617187500000e+03
5.014700000000000000e+04,5.038317382812500000e+03
5.014800000000000000e+04,5.320694335937500000e+03
5.014900000000000000e+04,4.989789062500000000e+03
5.015000000000000000e+04,1.178122192382812500e+03
5.015100000000000000e+04,3.376401367187500000e+03
5.015200000000000000e+04,2.491658447265625000e+03
5.015300000000000000e+04,3.338534423828125000e+03
5.015400000000000000e+04,1.932830078125000000e+03
5.015500000000000000e+04,2.003099023437500000e+04
5.015600000000000000e+04,4.776252441406250000e+03
5.015700000000000000e+04,7.610234863281250000e+03
5.015800000000000000e+04,5.196053710937500000e+03
5.015900000000000000e+04,6.304048339843750000e+03
5.016000000000000000e+04,4.566882812500000000e+03
5.016100000000000000e+04,3.455873535156250000e+03
5.016200000000000000e+04,1.982682617187500000e+03
5.016300000000000000e+04,6.567496093750000000e+03
5.016400000000000000e+04,3.507935058593750000e+03
5.016500000000000000e+04,9.800113525390625000e+02
5.016600000000000000e+04,3.636919433593750000e+03
5.016700000000000000e+04,1.910239501953125000e+03
5.016800000000000000e+04,2.925389648437500000e+03
5.016900000000000000e+04,1.957679931640625000e+03
5.017000000000000000e+04,4.610282592773437500e+02
5.017100000000000000e+04,2.850577636718750000e+03
5.017200000000000000e+04,5.672248046875000000e+03
5.017300000000000000e+04,5.232858886718750000e+03
5.017400000000000000e+04,6.803183593750000000e+03
5.017500000000000000e+04,8.765506591796875000e+02
5.017600000000000000e+04,2.015167724609375000e+03
5.017700000000000000e+04,7.024300781250000000e+03
5.017800000000000000e+04,1.646463623046875000e+03
5.017900000000000000e+04,5.974273925781250000e+03
5.018000000000000000e+04,9.784060058593750000e+02
5.018100000000000000e+04,8.933211914062500000e+03
5.018200000000000000e+04,3.649966064453125000e+03
5.018300000000000000e+04,1.816592578125000000e+04
5.018400000000000000e+04,3.155012207031250000e+03
5.018500000000000000e+04,7.411000488281250000e+03
5.018600000000000000e+04,5.734448242187500000e+03
5.018700000000000000e+04,4.253942382812500000e+03
5.018800000000000000e+04,5.703237792968750000e+03
5.018900000000000000e+04,5.958516601562500000e+03
5.019000000000000000e+04,4.488613281250000000e+03
5.019100000000000000e+04,5.774912109375000000e+03
5.019200000000000000e+04,5.164389648437500000e+03
5.019300000000000000e+04,5.277073242187500000e+03
5.019400000000000000e+04,3.220051562500000000e+04
5.019500000000000000e+04,4.679487304687500000e+03
5.019600000000000000e+04,4.440494628906250000e+03
5.019700000000000000e+04,3.584238769531250000e+03
5.019800000000000000e+04,5.626979003906250000e+03
5.019900000000000000e+04,7.927994628906250000e+03
5.020000000000000000e+04,2.297602050781250000e+03
5.020100000000000000e+04,3.227348632812500000e+03
5.020200000000000000e+04,7.773971679687500000e+03
5.020300000000000000e+04,3.275095214843750000e+03
5.020400000000000000e+04,8.378284179687500000e+03
5.020500000000000000e+04,4.771547265625000000e+04
5.020600000000000000e+04,2.223398437500000000e+03
5.020700000000000000e+04,6.561191406250000000e+03
5.020800000000000000e+04,4.860848632812500000e+03
5.020900000000000000e+04,3.215085937500000000e+03
5.021000000000000000e+04,3.439863525390625000e+03
5.021100000000000000e+04,7.160845947265625000e+02
5.021200000000000000e+04,3.320059570312500000e+03
5.021300000000000000e+04,3.511970214843750000e+03
5.021400000000000000e+04,6.762660644531250000e+03
5.021500000000000000e+04,1.940481567382812500e+03
5.021600000000000000e+04,5.916889648437500000e+03
5.021700000000000000e+04,2.110276123046875000e+03
5.021800000000000000e+04,2.533743164062500000e+03
5.021900000000000000e+04,3.675072021484375000e+03
5.022000000000000000e+04,7.345492187500000000e+03
5.022100000000000000e+04,5.314694824218750000e+03
5.022200000000000000e+04,4.262583007812500000e+03
5.022300000000000000e+04,1.838984179687500000e+04
5.022400000000000000e+04,2.706399658203125000e+03
5.022500000000000000e+04,8.293669921875000000e+03
5.022600000000000000e+04,3.557398681640625000e+03
5.022700000000000000e+04,3.142846191406250000e+03
5.022800000000000000e+04,4.753461914062500000e+03
5.022900000000000000e+04,1.990051513671875000e+03
5.023000000000000000e+04,5.009475585937500000e+03
5.023100000000000000e+04,1.859359570312500000e+04
5.023200000000000000e+04,2.269589599609375000e+03
5.023300000000000000e+04,6.149593750000000000e+03
5.023400000000000000e+04,6.561043457031250000e+03
5.023500000000000000e+04,6.816916015625000000e+03
5.023600000000000000e+04,1.549005004882812500e+03
5.023700000000000000e+04,5.329521484375000000e+03
5.023800000000000000e+04,4.250938476562500000e+03
5.023900000000000000e+04,1.692814208984375000e+03
5.024000000000000000e+04,2.534421386718750000e+03
5.024100000000000000e+04,1.616235156250000000e+04
5.024200000000000000e+04,3.252418457031250000e+03
5.024300000000000000e+04,2.148789306640625000e+03
5.024400000000000000e+04,3.962798095703125000e+03
5.024500000000000000e+04,4.009219921875000000e+04
5.024600000000000000e+04,1.652146484375000000e+03
5.024700000000000000e+04,4.073140136718750000e+03
5.024800000000000000e+04,3.322217285156250000e+03
5.024900000000000000e+04,3.749431884765625000e+03
5.025000000000000000e+04,5.188283691406250000e+03
5.025100000000000000e+04,4.970135253906250000e+03
5.025200000000000000e+04,2.520316162109375000e+03
5.025300000000000000e+04,3.890573974609375000e+03
5.025400000000000000e+04,1.950768554687500000e+03
5.025500000000000000e+04,4.617145019531250000e+03
5.025600000000000000e+04,2.273384277343750000e+03
5.025700000000000000e+04,1.301083862304687500e+03
5.025800000000000000e+04,5.254541503906250000e+03
5.025900000000000000e+04,4.035409667968750000e+03
5.026000000000000000e+04,3.052363525390625000e+03
5.026100000000000000e+04,1.014612207031250000e+04
5.026200000000000000e+04,3.374958496093750000e+03
5.026300000000000000e+04,3.165047119140625000e+03
5.026400000000000000e+04,2.800886523437500000e+04
5.026500000000000000e+04,7.323966064453125000e+02
5.026600000000000000e+04,3.282235595703125000e+03
5.026700000000000000e+04,1.179358032226562500e+03
5.026800000000000000e+04,7.129185058593750000e+03
5.026900000000000000e+04,4.445378417968750000e+03
5.027000000000000000e+04,2.189137695312500000e+03
5.027100000000000000e+04,4.889593750000000000e+03
